date,pageid,username,ipaddress,script_name,querystring,browser,language,exec
06/02/2004 15:16:44,home,,"10.33.34.30",/fullxml4/Default.asp,,IE 6.0,fr,281
06/02/2004 15:17:16,home,test@fullxml.com,"10.33.34.30",/fullxml4/Default.asp,,IE 6.0,fr,265
06/02/2004 15:17:50,home,,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,203
06/02/2004 15:17:56,home,guest,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,218
06/02/2004 15:18:02,home,,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,187
06/02/2004 15:18:07,home,,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,203
06/02/2004 15:18:14,home,test@fullxml.com,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,265
06/02/2004 15:18:25,{a4773c12-6b3d-4e4a-8e95-77e0405486df},test@fullxml.com,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,187
06/02/2004 15:27:24,home,test@fullxml.com,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,281
06/02/2004 15:30:55,home,test@fullxml.com,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,285
06/02/2004 15:31:50,home,,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,234
06/02/2004 15:31:53,home,guest,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,234
06/02/2004 15:31:57,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,187
06/02/2004 15:34:09,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,187
06/02/2004 15:36:07,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,171
06/02/2004 15:36:13,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,187
06/02/2004 16:12:27,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,187
06/02/2004 16:17:11,home,guest,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,265
06/02/2004 16:17:15,dbms,guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID=dbms,IE 6.0,fr,2140
06/02/2004 16:17:15,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,203
06/02/2004 16:18:21,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,203
06/02/2004 16:21:48,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,207
06/02/2004 16:23:52,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df}&placeholders=off,IE 6.0,fr,203
06/02/2004 16:23:57,home,guest,"10.33.34.30",/fullxml4/default.asp,mID=main&pID=home,IE 6.0,fr,250
06/02/2004 16:23:58,home,,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,234
06/02/2004 16:24:02,home,test@fullxml.com,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,296
06/02/2004 16:24:05,{a4773c12-6b3d-4e4a-8e95-77e0405486df},test@fullxml.com,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,203
06/02/2004 16:24:14,home,test@fullxml.com,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,296
06/02/2004 16:24:17,home,,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,203
06/02/2004 16:24:21,home,guest,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,234
06/02/2004 16:24:29,dbms,guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID=dbms,IE 6.0,fr,281
06/02/2004 16:24:29,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,203
06/02/2004 16:24:32,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,187
06/02/2004 16:25:19,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df},IE 6.0,fr,187
06/02/2004 16:25:40,{a4773c12-6b3d-4e4a-8e95-77e0405486df},guest,"10.33.34.30",/fullxml4/default.asp,mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df}&placeholders=on,IE 6.0,fr,203
06/02/2004 16:29:33,home,guest,"10.33.34.30",/fullxml4/default.asp,mID=main&pID=home,IE 6.0,fr,453
06/02/2004 16:29:34,home,,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,203
06/02/2004 16:29:39,home,test@fullxml.com,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,296
06/02/2004 16:29:47,home,test@fullxml.com,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,296
06/02/2004 16:29:49,home,,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,234
06/02/2004 16:29:51,home,guest,"10.33.34.30",/fullxml4/default.asp,,IE 6.0,fr,281
