09/02/2004 15:24:15,loader.dom.asp,LoadDOMInMemory,FATAL ERROR,Fail to load webpage data: C:\fullxml4\webroot\db\pages\quickstart.xml.asp,The system cannot locate the object specified.,/fullxml4/default.asp?mID=main&pID=quickstart,
09/02/2004 15:24:18,loader.dom.asp,LoadDOMInMemory,FATAL ERROR,Fail to load webpage data: C:\fullxml4\webroot\db\pages\quickstart.xml.asp,The system cannot locate the object specified.,/fullxml4/default.asp?mID=main&pID=quickstart,
09/02/2004 15:24:25,loader.dom.asp,LoadDOMInMemory,FATAL ERROR,Fail to load webpage data: C:\fullxml4\webroot\db\pages\quickstart.xml.asp,The system cannot locate the object specified.,/fullxml4/default.asp?mID=main&pID=quickstart,
09/02/2004 15:25:24,admin.modules.asp,Do_Create_Modules_XMLFile,INFO,BEGIN modules loading.,,/fullxml4/admin.asp?webform=webform_list_modules,process=do_create_moduleslist&modules=dbms&modules=navigation&modules=poll&modules=search&modules=website
09/02/2004 15:25:24,admin.modules.asp,Do_Create_Modules_XMLFile,INFO,Module dbms detected.,,/fullxml4/admin.asp?webform=webform_list_modules,process=do_create_moduleslist&modules=dbms&modules=navigation&modules=poll&modules=search&modules=website
09/02/2004 15:25:24,admin.modules.asp,Do_Create_Modules_XMLFile,INFO,Module navigation detected.,,/fullxml4/admin.asp?webform=webform_list_modules,process=do_create_moduleslist&modules=dbms&modules=navigation&modules=poll&modules=search&modules=website
09/02/2004 15:25:24,admin.modules.asp,Do_Create_Modules_XMLFile,INFO,Module poll detected.,,/fullxml4/admin.asp?webform=webform_list_modules,process=do_create_moduleslist&modules=dbms&modules=navigation&modules=poll&modules=search&modules=website
09/02/2004 15:25:25,admin.modules.asp,Do_Create_Modules_XMLFile,INFO,Module search detected.,,/fullxml4/admin.asp?webform=webform_list_modules,process=do_create_moduleslist&modules=dbms&modules=navigation&modules=poll&modules=search&modules=website
09/02/2004 15:25:25,admin.modules.asp,Do_Create_Modules_XMLFile,INFO,Module website detected.,,/fullxml4/admin.asp?webform=webform_list_modules,process=do_create_moduleslist&modules=dbms&modules=navigation&modules=poll&modules=search&modules=website
09/02/2004 15:25:25,admin.modules.asp,Do_Create_Modules_XMLFile,INFO,Module system detected.,,/fullxml4/admin.asp?webform=webform_list_modules,process=do_create_moduleslist&modules=dbms&modules=navigation&modules=poll&modules=search&modules=website
09/02/2004 15:25:25,admin.modules.asp,Do_Create_Modules_XMLFile,INFO,END modules loading.,,/fullxml4/admin.asp?webform=webform_list_modules,process=do_create_moduleslist&modules=dbms&modules=navigation&modules=poll&modules=search&modules=website
09/02/2004 15:25:34,loader.dom.asp,LoadDOMInMemory,FATAL ERROR,Fail to load webpage data: C:\fullxml4\webroot\db\pages\quickstart.xml.asp,The system cannot locate the object specified.,/fullxml4/default.asp?mID=main&pID=quickstart,
09/02/2004 15:26:27,XmlUtilities.asp,UpdateNode,INFO,A Node is inserted in : C:\fullxml4\webroot\db\users.xml.asp,/users,/fullxml4/admin.asp?webform=webform_edit_user,process=do_insert_user&afterprocesswebform=webform_list_users&email=author&password=author&group=member&culture=en-gb&screenname=author&firstname=&lastname=&address1=&address2=&city=&zipcode=&phone=&signature=
09/02/2004 15:26:27,XmlUtilities.asp,UpdateNode,INFO,A Node is updated in C:\fullxml4\webroot\db\users\author.xml.asp,/user,/fullxml4/admin.asp?webform=webform_edit_user,process=do_insert_user&afterprocesswebform=webform_list_users&email=author&password=author&group=member&culture=en-gb&screenname=author&firstname=&lastname=&address1=&address2=&city=&zipcode=&phone=&signature=
09/02/2004 15:26:43,XmlUtilities.asp,UpdateNode,INFO,A Node is inserted in : C:\fullxml4\webroot\db\groups.xml.asp,/groups,/fullxml4/admin.asp?webform=webform_edit_group,process=do_insert_group&afterprocesswebform=webform_list_groups&id=authors&enable=true&description=
09/02/2004 15:26:59,XmlUtilities.asp,UpdateNode,INFO,A Node is updated in C:\fullxml4\webroot\db\users.xml.asp,/users/user[@email='author'],/fullxml4/admin.asp?webform=webform_edit_user&id=author,process=do_update_user&afterprocesswebform=webform_list_users&email=author&group=authors&culture=en-gb&screenname=author&firstname=&lastname=&address1=&address2=&city=&zipcode=&phone=&signature=
09/02/2004 15:26:59,XmlUtilities.asp,UpdateNode,INFO,A Node is updated in C:\fullxml4\webroot\db\users\author.xml.asp,/user,/fullxml4/admin.asp?webform=webform_edit_user&id=author,process=do_update_user&afterprocesswebform=webform_list_users&email=author&group=authors&culture=en-gb&screenname=author&firstname=&lastname=&address1=&address2=&city=&zipcode=&phone=&signature=
09/02/2004 15:28:48,XmlUtilities.asp,DeleteNode,INFO,XML Nodes are deleted,file:///C:/fullxml4/webroot/db/website.xml.asp,/fullxml4/admin.asp?webform=webform_update_page_permissions&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df}&mID=samples,process=do_insertupdate_objectpermissions&xpath=%2Fwebsite%2Fmenus%2Fmenu%5B@id%3D%27samples%27%5D%2F%2Fpage%5B@id%3D%27%7Ba4773c12-6b3d-4e4a-8e95-77e0405486df%7D%27%5D&member=2&anonymous=1&authors=3
09/02/2004 15:28:48,XmlUtilities.asp,UpdateNode,INFO,A Node is inserted in : file:///C:/fullxml4/webroot/db/website.xml.asp,/website/menus/menu[@id='samples']//page[@id='{a4773c12-6b3d-4e4a-8e95-77e0405486df}'],/fullxml4/admin.asp?webform=webform_update_page_permissions&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df}&mID=samples,process=do_insertupdate_objectpermissions&xpath=%2Fwebsite%2Fmenus%2Fmenu%5B@id%3D%27samples%27%5D%2F%2Fpage%5B@id%3D%27%7Ba4773c12-6b3d-4e4a-8e95-77e0405486df%7D%27%5D&member=2&anonymous=1&authors=3
09/02/2004 15:28:49,XmlUtilities.asp,UpdateNode,INFO,A Node is inserted in : file:///C:/fullxml4/webroot/db/website.xml.asp,/website/menus/menu[@id='samples']//page[@id='{a4773c12-6b3d-4e4a-8e95-77e0405486df}'],/fullxml4/admin.asp?webform=webform_update_page_permissions&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df}&mID=samples,process=do_insertupdate_objectpermissions&xpath=%2Fwebsite%2Fmenus%2Fmenu%5B@id%3D%27samples%27%5D%2F%2Fpage%5B@id%3D%27%7Ba4773c12-6b3d-4e4a-8e95-77e0405486df%7D%27%5D&member=2&anonymous=1&authors=3
09/02/2004 15:28:49,XmlUtilities.asp,UpdateNode,INFO,A Node is inserted in : file:///C:/fullxml4/webroot/db/website.xml.asp,/website/menus/menu[@id='samples']//page[@id='{a4773c12-6b3d-4e4a-8e95-77e0405486df}'],/fullxml4/admin.asp?webform=webform_update_page_permissions&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df}&mID=samples,process=do_insertupdate_objectpermissions&xpath=%2Fwebsite%2Fmenus%2Fmenu%5B@id%3D%27samples%27%5D%2F%2Fpage%5B@id%3D%27%7Ba4773c12-6b3d-4e4a-8e95-77e0405486df%7D%27%5D&member=2&anonymous=1&authors=3
09/02/2004 15:32:00,XmlUtilities.asp,UpdateNode,INFO,A Node is inserted in : file:///C:/fullxml4/webroot/db/pages/%7Ba4773c12-6b3d-4e4a-8e95-77e0405486df%7D.xml.asp,/page/placeholders/placeholder[@id='main'],/fullxml4/popup.asp?mID=samples&pID={a4773c12-6b3d-4e4a-8e95-77e0405486df}&placeholder=&name=new%20text&webform=webform_insert_content&contenttype=system_quicklinks,process=do_insert_content&contentID=&name=new+text&contenttype=system_quicklinks&box=normal.html&cachetimeout=60&placeholder=main&published=true&startdatetime=200402091531&startdatetime_day=09&startdatetime_month=02&startdatetime_year=2004&startdatetime_hour=15&startdatetime_minute=31&enddatetime=&enddatetime_day=dd&enddatetime_month=MM&enddatetime_year=YYYY&enddatetime_hour=hh&enddatetime_minute=mm
